page_url,component_type,text_content,extracted_data,position_index
https://callmedley.com/blog/help-cool-moms-stay-cool/,nav,Home Services Cooling AC Installation AC Maintenance AC Repair Emergency HVAC System Restoration Heating Furnace Installation Furnace Repair Heating Maintenance Plumbing Drain and Rooter Fixtures Leak,"{""l"": [{""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.myservicetitan.com/login"", ""text"": ""Client Portal""}, {""href"": ""tel:4696321850"", ""text"": ""(469) 632-1850""}]}",2
https://callmedley.com/blog/help-cool-moms-stay-cool/,card,"Celebrating Texans: A Love Letter From Medley March 20, 2021","{""c"": ""Celebrating Texans: A Love Letter From Medley"", ""d"": """", ""i"": null, ""n"": ""Celebrating Texans: A Love Letter From Medley""}",3
https://callmedley.com/blog/help-cool-moms-stay-cool/,card,"Contest: Find the Gift Card! 🤑 November 14, 2024","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20169%20300'%3E%3C/svg%3E"", ""n"": ""Contest: Find the Gift Card! \ud83e\udd11""}",4
https://callmedley.com/blog/help-cool-moms-stay-cool/,card,"Give Dad The Gift Of A Shorter To-Do List! A Very Medley Father’s Day… June 12, 2021","{""c"": ""Give Dad The Gift Of A Shorter To-Do List! A Very Medley Father\u2019s Day\u2026"", ""d"": """", ""i"": null, ""n"": ""Give Dad The Gift Of A Shorter To-Do List! A Very Medley Father\u2019s Day\u2026""}",5
https://callmedley.com/blog/help-cool-moms-stay-cool/,footer,Share this post: Facebook Twitter LinkedIn Copy Link,"{""l"": [{""href"": ""https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhelp-cool-moms-stay-cool%2F"", ""text"": ""Facebook""}, {""href"": ""https://twitter.com/intent/tweet?url=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhelp-cool-moms-stay-cool%2F&text=Help+Cool+Moms+Stay+Cool."", ""text"": ""Twitter""}, {""href"": ""https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhelp-cool-moms-stay-cool%2F"", ""text"": ""LinkedIn""}]}",6
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,hero,How Are You Harming Your Home’s Indoor Air Quality? CONTACT US,"{""b"": ""CONTACT US"", ""h"": ""How Are You Harming Your Home\u2019s Indoor Air Quality?"", ""i"": ""https://callmedley.com/wp-content/uploads/2025/07/van-bg.png"", ""s"": """"}",0
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,header,Home Services Cooling AC Installation AC Maintenance AC Repair Emergency HVAC System Restoration Heating Furnace Installation Furnace Repair Heating Maintenance Plumbing Drain and Rooter Fixtures Leak,"{""l"": [{""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.myservicetitan.com/login"", ""text"": ""Client Portal""}, {""href"": ""tel:4696321850"", ""text"": ""(469) 632-1850""}, {""href"": ""https://callmedley.myservicetitan.com/login"", ""text"": ""Client Portal""}, {""href"": ""tel:4696321850"", ""text"": ""(469) 632-1850""}, {""href"": ""/contact-us"", ""text"": ""SCHEDULE NOW""}]}",1
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,nav,Home Services Cooling AC Installation AC Maintenance AC Repair Emergency HVAC System Restoration Heating Furnace Installation Furnace Repair Heating Maintenance Plumbing Drain and Rooter Fixtures Leak,"{""l"": [{""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.com/"", ""text"": ""Home""}, {""href"": ""https://callmedley.com/services/"", ""text"": ""Services""}, {""href"": ""https://callmedley.com/service-category/cooling/"", ""text"": ""Cooling""}, {""href"": ""https://callmedley.com/services/ac-installation/"", ""text"": ""AC Installation""}, {""href"": ""https://callmedley.com/services/ac-maintenance/"", ""text"": ""AC Maintenance""}, {""href"": ""https://callmedley.com/services/ac-repair/"", ""text"": ""AC Repair""}, {""href"": ""https://callmedley.com/services/emergency-hvac/"", ""text"": ""Emergency HVAC""}, {""href"": ""https://callmedley.com/services/system-restoration/"", ""text"": ""System Restoration""}, {""href"": ""https://callmedley.com/service-category/heating/"", ""text"": ""Heating""}, {""href"": ""https://callmedley.com/services/furnace-installation/"", ""text"": ""Furnace Installation""}, {""href"": ""https://callmedley.com/services/furnace-repair/"", ""text"": ""Furnace Repair""}, {""href"": ""https://callmedley.com/services/heating-maintenance/"", ""text"": ""Heating Maintenance""}, {""href"": ""https://callmedley.com/service-category/plumbing/"", ""text"": ""Plumbing""}, {""href"": ""https://callmedley.com/services/drain-and-rooter/"", ""text"": ""Drain and Rooter""}, {""href"": ""https://callmedley.com/services/fixtures/"", ""text"": ""Fixtures""}, {""href"": ""https://callmedley.com/services/leak-detection/"", ""text"": ""Leak Detection""}, {""href"": ""https://callmedley.com/services/piping-and-repiping/"", ""text"": ""Piping and Repiping""}, {""href"": ""https://callmedley.com/services/shower-bathtubs/"", ""text"": ""Shower & Bathtubs""}, {""href"": ""https://callmedley.com/services/sinks/"", ""text"": ""Sinks""}, {""href"": ""https://callmedley.com/services/tankless-water-heaters/"", ""text"": ""Tankless Water Heaters""}, {""href"": ""https://callmedley.com/services/toilet-repair/"", ""text"": ""Toilet Repair""}, {""href"": ""https://callmedley.com/services/water-heater-services/"", ""text"": ""Water Heater Services""}, {""href"": ""https://callmedley.com/service-category/home-performance/"", ""text"": ""Home Performance""}, {""href"": ""https://callmedley.com/services/airflow-optimization/"", ""text"": ""Airflow Optimization""}, {""href"": ""https://callmedley.com/services/attic-insulation/"", ""text"": ""Attic Insulation""}, {""href"": ""https://callmedley.com/services/ductwork/"", ""text"": ""Ductwork""}, {""href"": ""https://callmedley.com/services/humidifiers-dehumidifiers/"", ""text"": ""Humidifiers & Dehumidifiers""}, {""href"": ""https://callmedley.com/services/indoor-air-quality/"", ""text"": ""Indoor Air Quality""}, {""href"": ""https://callmedley.com/services/thermostats/"", ""text"": ""Thermostats""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Transparent Pricing""}, {""href"": ""https://callmedley.com/services/uv-filtration-purification/"", ""text"": ""UV Filtration & Purification""}, {""href"": ""https://callmedley.com/services/water-filtration/"", ""text"": ""Water Filtration""}, {""href"": ""https://callmedley.com/about-us/"", ""text"": ""About Us""}, {""href"": ""https://callmedley.com/careers/"", ""text"": ""Careers""}, {""href"": ""https://callmedley.com/service-area/"", ""text"": ""Service Area""}, {""href"": ""https://callmedley.com/reviews/"", ""text"": ""Reviews""}, {""href"": ""https://callmedley.com/medley-family-plan/"", ""text"": ""Medley Family Plan""}, {""href"": ""https://callmedley.com/blog/"", ""text"": ""Expert Tips""}, {""href"": ""https://callmedley.com/medley-clear-cost-pricing/"", ""text"": ""Medley Clear Cost Pricing""}, {""href"": ""https://callmedley.com/financing/"", ""text"": ""Financing""}, {""href"": ""https://callmedley.com/hvac-plumbing-specials/"", ""text"": ""HVAC & Plumbing Specials""}, {""href"": ""https://pricing.callmedley.com/"", ""text"": ""Instant Quotes""}, {""href"": ""https://callmedley.com/videos/"", ""text"": ""Videos""}, {""href"": ""https://callmedley.myservicetitan.com/login"", ""text"": ""Client Portal""}, {""href"": ""tel:4696321850"", ""text"": ""(469) 632-1850""}]}",2
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,card,"Countdown to Better IAQ with an Air Quality Test January 10, 2020","{""c"": ""Countdown to Better IAQ with an Air Quality Test"", ""d"": """", ""i"": null, ""n"": ""Countdown to Better IAQ with an Air Quality Test""}",3
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,card,"Indoor Air Quality: Common Problems And Solutions October 13, 2018","{""c"": ""Indoor Air Quality: Common Problems And Solutions"", ""d"": """", ""i"": null, ""n"": ""Indoor Air Quality: Common Problems And Solutions""}",4
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,card,"How to Improve Indoor Air Quality in Your Home January 2, 2024","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20157'%3E%3C/svg%3E"", ""n"": ""How to Improve Indoor Air Quality in Your Home""}",5
https://callmedley.com/blog/how-are-you-harming-your-home-s-indoor-air-quali/,footer,Share this post: Facebook Twitter LinkedIn Copy Link,"{""l"": [{""href"": ""https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhow-are-you-harming-your-home-s-indoor-air-quali%2F"", ""text"": ""Facebook""}, {""href"": ""https://twitter.com/intent/tweet?url=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhow-are-you-harming-your-home-s-indoor-air-quali%2F&text=How+Are+You+Harming+Your+Home%E2%80%99s+Indoor+Air+Quality%3F"", ""text"": ""Twitter""}, {""href"": ""https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fcallmedley.com%2Fblog%2Fhow-are-you-harming-your-home-s-indoor-air-quali%2F"", ""text"": ""LinkedIn""}]}",6
https://callmedley.com/blog/how-often-should-you-have-maintenance-done-to-yo/,hero,How Often Should You Have Maintenance Done to Your AC? CONTACT US,"{""b"": ""CONTACT US"", ""h"": ""How Often Should You Have Maintenance Done to Your AC?"", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201920%20500'%3E%3C/svg%3E"", ""s"": """"}",0
